length,1048576,32,brute,13.722
length,1048576,32,std,5.642
length,1048576,32,avx2,5.618
length,1048576,32,treap,785.997
length,1048576,32,splay,550.701
length,1048576,32,sqrt,254.716
length,1048576,64,brute,22.272
length,1048576,64,std,8.202
length,1048576,64,avx2,8.311
length,1048576,64,treap,836.910
length,1048576,64,splay,633.817
length,1048576,64,sqrt,268.181
length,1048576,128,brute,35.691
length,1048576,128,std,11.463
length,1048576,128,avx2,12.973
length,1048576,128,treap,916.431
length,1048576,128,splay,678.562
length,1048576,128,sqrt,295.541
length,1048576,256,brute,63.308
length,1048576,256,std,22.905
length,1048576,256,avx2,23.396
length,1048576,256,treap,973.943
length,1048576,256,splay,720.626
length,1048576,256,sqrt,352.875
length,1048576,512,brute,123.063
length,1048576,512,std,39.217
length,1048576,512,avx2,40.388
length,1048576,512,treap,1016.185
length,1048576,512,splay,740.290
length,1048576,512,sqrt,496.994
length,1048576,1024,brute,239.858
length,1048576,1024,std,72.966
length,1048576,1024,avx2,75.919
length,1048576,1024,treap,1035.660
length,1048576,1024,splay,756.872
length,1048576,1024,sqrt,764.747
length,1048576,2048,brute,462.712
length,1048576,2048,std,144.617
length,1048576,2048,avx2,147.425
length,1048576,2048,treap,1068.245
length,1048576,2048,splay,774.151
length,1048576,2048,sqrt,893.130
length,1048576,4096,brute,926.271
length,1048576,4096,std,283.407
length,1048576,4096,avx2,294.260
length,1048576,4096,treap,1126.551
length,1048576,4096,splay,814.222
length,1048576,4096,sqrt,905.816
length,1048576,8192,brute,1838.642
length,1048576,8192,std,567.601
length,1048576,8192,avx2,573.505
length,1048576,8192,treap,1148.440
length,1048576,8192,splay,839.818
length,1048576,8192,sqrt,922.347
length,1048576,16384,brute,3670.400
length,1048576,16384,std,1124.880
length,1048576,16384,avx2,1169.230
length,1048576,16384,treap,1161.171
length,1048576,16384,splay,850.820
length,1048576,16384,sqrt,931.523
length,1048576,32768,brute,7339.809
length,1048576,32768,std,2226.115
length,1048576,32768,avx2,2305.646
length,1048576,32768,treap,1203.846
length,1048576,32768,splay,864.344
length,1048576,32768,sqrt,949.354
length,1048576,65536,brute,14605.137
length,1048576,65536,std,4426.285
length,1048576,65536,avx2,4581.728
length,1048576,65536,treap,1208.254
length,1048576,65536,splay,882.810
length,1048576,65536,sqrt,967.853
length,1048576,131072,brute,29083.047
length,1048576,131072,std,8998.219
length,1048576,131072,avx2,9024.092
length,1048576,131072,treap,1231.828
length,1048576,131072,splay,868.494
length,1048576,131072,sqrt,1005.781
length,1048576,262144,brute,57925.484
length,1048576,262144,std,17646.504
length,1048576,262144,avx2,18042.055
length,1048576,262144,treap,1252.362
length,1048576,262144,splay,883.475
length,1048576,262144,sqrt,1099.172
length,1048576,524288,brute,117060.281
length,1048576,524288,std,35083.648
length,1048576,524288,avx2,35730.023
length,1048576,524288,treap,1264.069
length,1048576,524288,splay,897.895
length,1048576,524288,sqrt,1233.577
length,1048576,1048576,brute,238633.938
length,1048576,1048576,std,90568.859
length,1048576,1048576,avx2,90105.375
length,1048576,1048576,treap,98.943
length,1048576,1048576,splay,6.798
length,1048576,1048576,sqrt,881.020
batch,1024,0,brute,0.366
batch,1024,0,std,0.131
batch,1024,0,avx2,0.123
batch,1024,0,treap,1.943
batch,1024,0,splay,1.601
batch,1024,0,sqrt,0.974
batch,2048,0,brute,0.728
batch,2048,0,std,0.176
batch,2048,0,avx2,0.179
batch,2048,0,treap,2.211
batch,2048,0,splay,1.816
batch,2048,0,sqrt,1.081
batch,4096,0,brute,1.442
batch,4096,0,std,0.305
batch,4096,0,avx2,0.317
batch,4096,0,treap,2.610
batch,4096,0,splay,2.090
batch,4096,0,sqrt,1.248
batch,8192,0,brute,2.866
batch,8192,0,std,0.574
batch,8192,0,avx2,0.579
batch,8192,0,treap,3.122
batch,8192,0,splay,2.430
batch,8192,0,sqrt,1.442
batch,16384,0,brute,5.785
batch,16384,0,std,1.153
batch,16384,0,avx2,1.269
batch,16384,0,treap,3.724
batch,16384,0,splay,2.775
batch,16384,0,sqrt,1.633
batch,32768,0,brute,11.795
batch,32768,0,std,2.781
batch,32768,0,avx2,2.893
batch,32768,0,treap,4.718
batch,32768,0,splay,3.359
batch,32768,0,sqrt,1.941
batch,65536,0,brute,23.906
batch,65536,0,std,5.969
batch,65536,0,avx2,6.201
batch,65536,0,treap,6.121
batch,65536,0,splay,4.053
batch,65536,0,sqrt,2.339
batch,131072,0,brute,47.559
batch,131072,0,std,12.166
batch,131072,0,avx2,12.598
batch,131072,0,treap,8.493
batch,131072,0,splay,5.290
batch,131072,0,sqrt,2.923
batch,262144,0,brute,95.566
batch,262144,0,std,24.360
batch,262144,0,avx2,25.594
batch,262144,0,treap,13.209
batch,262144,0,splay,7.064
batch,262144,0,sqrt,3.741
batch,524288,0,brute,190.078
batch,524288,0,std,48.690
batch,524288,0,avx2,50.708
batch,524288,0,treap,21.417
batch,524288,0,splay,10.540
batch,524288,0,sqrt,4.900
batch,1048576,0,brute,389.124
batch,1048576,0,std,126.013
batch,1048576,0,avx2,127.938
batch,1048576,0,treap,38.472
batch,1048576,0,splay,17.481
batch,1048576,0,sqrt,6.976
